Tweet,Target 1,Stance 1,set
a judge is not god and therefore should not make all of the decisions.,We should limit judicial activism,FAVOR,train
a judge is suppose to be held in a high regard and should abide by the laws they took an oath to uphold without bias.,We should limit judicial activism,FAVOR,train
a judge is suppose to uphold the law of law law not alter it with their own opinions/views/beliefs.,We should limit judicial activism,FAVOR,train
a judge should be allowed to determine the constitutionality of an argument without using their own beliefs in the.,We should limit judicial activism,AGAINST,train
a judge shouldnt be able to impose their personal views.,We should limit judicial activism,FAVOR,train
a judges opinion should not be used in every decision that they make as a judge,We should limit judicial activism,FAVOR,train
a judge's opinion should not take precedent over the laws.,We should limit judicial activism,FAVOR,train
a judge's role is not to flaunt laws and their guidance but to enforce it. judicial activism takes a step too far,We should limit judicial activism,FAVOR,train
a jusge should be allowed to look at a crime and the situation the person was exposed to in regards to their actions. the punishment should be balanced in regards to an individual situation.,We should limit judicial activism,AGAINST,train
a jusge should be allowed to make a decision on certain situations and circumstances and make judgement using the information and issues presented rather than a strict generalized standard.,We should limit judicial activism,AGAINST,train
a court's judges should follow the law rather than opnion as they are regarded as the highest power to judicate the laws they honor to make and uphold.,We should limit judicial activism,FAVOR,train
a major advantage of a multi-party system is that voters have a choice of which political party they can support to elect.,We should adopt a multi-party system,FAVOR,train
a lack of confidence due to appearance can have a crippling impact on a people and their lives and cosmetic surgery can help with this.,We should ban cosmetic surgery,AGAINST,train
a lack of oversight means there is nobody to step in if something goes wrong,We should stop the development of autonomous cars,FAVOR,train
a lack of voting leads to a system were their isn't fair representation in the government,We should introduce compulsory voting,FAVOR,train
a language that does not include gender takes away from the personality of people.,We should adopt gender-neutral language,AGAINST,train
a larger group of people can often offer more than with strength in numbers. there is more value in a large group with more resources and more manpower.,We should oppose collectivism,AGAINST,train
a legal organ trade would boost the availability of transplant organs and save lives,We should legalize organ trade,FAVOR,train
"a legalised organ trade would greatly improve the stock of available organs, saving lives.",We should legalize organ trade,FAVOR,train
"a legalised organ trade would increase the number of stock available for medical procedures, and allow the procedure to become safer and more affordable.",We should legalize organ trade,FAVOR,train
"a legal organ trade would disproportionately harm those from poorer socioeconomic backgrounds, legitimising the huge medical costs involved.",We should legalize organ trade,AGAINST,train
"A black market would exploit the poor who, as a result of financial problems, would be the ones most likely to sell their organs.",We should legalize organ trade,AGAINST,train
a lifestyle that does not hurt anyone should be allowed,We should legalize polygamy,FAVOR,train
a lot more work and research could get done if we abandoned television.,We should abandon television,FAVOR,train
a lot of gender neutral language assumes the male version of the word as the newly accepted neutral.. it doesnât make it. it just assumes the male is best.,We should adopt gender-neutral language,AGAINST,train
"a lot of naturopaths suggest things without scientific backing, which could harm the patient.",We should ban naturopathy,FAVOR,train
a lot of the criminals fit a specific ethnicity so for security purposes and to the police should be allowed to racially profile in exchange for a little bit of information,We should end racial profiling,AGAINST,train
a lot of times the physical and emotional side effects of cosmetic surgery defeat the main purpose of getting the surgery.,We should ban cosmetic surgery,FAVOR,train
"a lot of times, people who homeschool aren't qualified to teach children the subjects necessary for a high school  diploma.",Homeschooling should be banned,FAVOR,train
a lot of what they do is dangerous including opposing natural medicine,We should ban naturopathy,FAVOR,train
a lot of woman who sell themselves were sexually assaulted themselves so it may be better to have better options.,We should legalize prostitution,FAVOR,train
a low turn out means that the elected government does not represent the true wishes of the country. making voting compulsory would mean that an elected government represents a true representation.,We should introduce compulsory voting,FAVOR,train
the majority of students are unable to pay for the high cost of attending college,We should subsidize student loans,FAVOR,train
"a man or woman has the right to do what they wish with their body, and if they choose to sell it for money, the government should not interfere.",We should legalize prostitution,FAVOR,train
a mandatory retirement age allows employers to be able to bring fresh workers into their workforce,We should end mandatory retirement,AGAINST,train
"A mandatory retirement age ensures that at least some positions open up in any given field on a predictable basis, allowing younger workers to enter as older workers exit",We should end mandatory retirement,AGAINST,train
a mandatory retirement age helps employers regularly refresh their workforce with fresh talent,We should end mandatory retirement,AGAINST,train
a man's place is in the home to provide for his family.  why should anyone else have to pay for that guy's family just because he doesn't want to go to work?,We should subsidize stay-at-home dads,AGAINST,train
"a marriage is a piece of paper, nothing more.",We should abandon marriage,FAVOR,train
A miniature arms race between missile defense developers and nuclear developers is an arms race that costs a massive amount to any state with either industry.,We should fight for the abolition of nuclear weapons,FAVOR,train
a minor does not have the mental and emotional development needed to make decisions that have long term effects,We should ban cosmetic surgery for minors,FAVOR,train
a minor is in no a responsible position to make the decision of getting cosmetic surgery.  i see too many people doing it because they want to look like a pop idol fad.  it is dangerous.,We should ban cosmetic surgery for minors,FAVOR,train
a minor is not mature enough to make decisions on something that will change them forever,We should ban cosmetic surgery for minors,FAVOR,train
a minor is still growing so any cosmetic surgery may well result in a less than desirable outcome when they are fully grown.,We should ban cosmetic surgery for minors,FAVOR,train
minors should be allowed to under go cosmetic surgery if it would improve how they see themselves and help their confidence.  such improvements would follow them into adulthood in a positive manner.,We should ban cosmetic surgery for minors,AGAINST,train
a minor should have control over their own body,We should ban cosmetic surgery for minors,AGAINST,train
a mistake could cause permanent damage emotional life of a person,We should ban cosmetic surgery,FAVOR,train
"a modern society espousing gender equality has a duty to subsidize stay-at-home dads, just as it would support mothers - this both improves womens' career prospects, and fathers' family bonding.",We should subsidize stay-at-home dads,FAVOR,train
a mulit-party system is needed because there are more opinions than just democrat and repulblican,We should adopt a multi-party system,FAVOR,train
"a multi party system allows far better choices for the diverse population, meaning people can find someone to vote for that they truly believe in and live in a democracy better",We should adopt a multi-party system,FAVOR,train
a multi party system allows for a larger group of qualified individuals,We should adopt a multi-party system,FAVOR,train
a multi party system creates chaos by giving too many choices to the people,We should adopt a multi-party system,AGAINST,train
a multi party system does not always work best. what is to say we have multiple bad choices and we have to end up choosing the lesser of two evils?,We should adopt a multi-party system,AGAINST,train
a multi party system ensures that everyoneâs viewpoint can be heard and taken into account rather than just a minority.,We should adopt a multi-party system,FAVOR,train
a multi party system helps ensure all people are represented and that no one party or ideology becomes too strong. multi party systems are more equitable at all levels and are rigged in favor of one party.,We should adopt a multi-party system,FAVOR,train
"a multi party system is too volatile, there is no stability and no consistency",We should adopt a multi-party system,AGAINST,train
a multi party system would be too confusing because there would be too many people with too many opinions and would be hard to vote.,We should adopt a multi-party system,AGAINST,train
a multi party system will help us choose the best person for the job.,We should adopt a multi-party system,FAVOR,train
a multi party system will lead to the rise of fringe groups that do not represent the will of the people.,We should adopt a multi-party system,AGAINST,train
a multi party system would bring many new & fresh ideas into the forefront,We should adopt a multi-party system,FAVOR,train
a multi party system would ensure more people have their viewpoint taken into account.,We should adopt a multi-party system,FAVOR,train
"a multi party system would represent all those that voted, not just those that voted for one party so a fairer system of governance would be in place.",We should adopt a multi-party system,FAVOR,train
a multi party system would spend more time arguing than solving problems and wouldnât be beneficial.,We should adopt a multi-party system,AGAINST,train
a multi party sytem is not in agreement with the constitution.,We should adopt a multi-party system,AGAINST,train
a multi-oart system allows for more options and candidates that are more in line with the populations as not everyone has the same political views.,We should adopt a multi-party system,FAVOR,train
"a multi-oarty system can decrease the votes of a specific candidate, making the results more more to.",We should adopt a multi-party system,AGAINST,train
a multi-party ensures that all people and ideas are heard and represented.,We should adopt a multi-party system,FAVOR,train
a multi-party is essential to allow for democracy and prevent autocratic regimes coming into power.,We should adopt a multi-party system,FAVOR,train
a multi-party system provides a better freedom of choice for voters to express their democratic right to vote for policies they would like to implimented.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows a greater number of views to be represented.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows a number of parties to enter politics and is a benchmark of democracy.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows all political parties to be represented by all people,We should adopt a multi-party system,FAVOR,train
a multi-party system allows for a broad range of views to be heard and implemented.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows for a much more diverse spectrum of options for an individual to find the best party to join and that will really represent them,We should adopt a multi-party system,FAVOR,train
a multi-party system allows for more thinking and a larger choice for the people,We should adopt a multi-party system,FAVOR,train
A multi-party system allows for a choice of whom to vote for.  It allows each person to vote for the party that best to their beliefs and represents their ideology.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows for greater freedom of choice and expression of opinion,We should adopt a multi-party system,FAVOR,train
"a multi-party system allows for greater freedom of political, as a larger number of major parties would cover more ideological viewpoints.",We should adopt a multi-party system,FAVOR,train
a multi-party system allows for greater freedom of expression for the electorate and does the need to vote on who you disagree with the least,We should adopt a multi-party system,FAVOR,train
a multi-party system allows for more choices to address the needs and needs of the people that multi candidates provide.,We should adopt a multi-party system,FAVOR,train
"a multi-party system allows for more ideas, more candidates, more voters turning out.",We should adopt a multi-party system,FAVOR,train
a multi-party system allows for more unqualified people to get into politics.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows for more views and ideals to be represented.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows for the inclusion of more viewpoints and would require politicians to build better relationships and compromise in order to get things done.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows for the people to choose between groups of ideas they want to govern the country.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows open debate and criticism of the ruling government and prevents tyranny.,We should adopt a multi-party system,FAVOR,train
a multi-party system like this will ensure that all policies are agreed upon and not forced through by a small majority. it will also ensure that a large section of beliefs and views is represented.,We should adopt a multi-party system,FAVOR,train
a multiparty system blurs the line between a vision and model of country. we should not adopt a multiparty system because we would waste valuable time to agree,We should adopt a multi-party system,AGAINST,train
a multi-party system brings diversity to the political realm which helps people better decide where there vote should go,We should adopt a multi-party system,FAVOR,train
a multi-party system can lead to bickering and endless in-fighting to a system of governing that should be as simple as 'obey the law'.,We should adopt a multi-party system,AGAINST,train
a multi-party system can increase the views of the people and allow for more choices.,We should adopt a multi-party system,FAVOR,train
a multi-party system can open the door to getting poor leaders out of office and a change.,We should adopt a multi-party system,FAVOR,train
a multi-party system can result of an election of someone who is supported by a small number of citizens,We should adopt a multi-party system,AGAINST,train
a multi-party system could create more complexity and create situations where issues become impossible to understand.,We should adopt a multi-party system,AGAINST,train
a multi-party system could be very beneficial as it would allow for more opinions and more choices.,We should adopt a multi-party system,FAVOR,train
a multi-party system would cause too much in fighting between groups that should be cooperating.,We should adopt a multi-party system,AGAINST,train
a multiparty system could create political bureaucracy,We should adopt a multi-party system,AGAINST,train
a multi-party system could lead to a outcome where a majority is not reached. this means that it could be harder to push policies through.,We should adopt a multi-party system,AGAINST,train
a multi-party system could make it harder for decisions to be made as more opinions will complicate things.,We should adopt a multi-party system,AGAINST,train
a multi-party system could mean that it is more difficult to agree on any answers as  it is more likely that there will not be a majority on any issues,We should adopt a multi-party system,AGAINST,train
a multi-party system creates chaos.  two is not merrier in this type of case.,We should adopt a multi-party system,AGAINST,train
a multi-party system enables the people to have more of a say in what happens in their country.,We should adopt a multi-party system,FAVOR,train
a multi-party system encourages innovation and new ideas.,We should adopt a multi-party system,FAVOR,train
a multi-party system encourages parties with different political views to work together and discourages polarising adversarial politics,We should adopt a multi-party system,FAVOR,train
a multi-party system encourages weak and unstable coalition governments that are unable to pursue radical policies,We should adopt a multi-party system,AGAINST,train
"a multi-party system ensures that voters have the chance to elect the party most closely align with their believes, lessening the chance that they have to compromise on things they feel are wrong.",We should adopt a multi-party system,FAVOR,train
a multi-party system is clearly good for democracy. allows opposing groups to work out their differences and give choice to the population in government elections.,We should adopt a multi-party system,FAVOR,train
a multi-party system is enshrined in constitution and everyone should have his ideology and choose the party of his choice,We should adopt a multi-party system,FAVOR,train
a multi-party system is great in that it provides us with many different candidates with different views and ideas,We should adopt a multi-party system,FAVOR,train
a multiparty system is less likely to cater to extremists who are now often represented by small extreme parties rather than larger parties.,We should adopt a multi-party system,FAVOR,train
A multiparty system is more likely to have better problems because there are more parties that are willing to compromise.,We should adopt a multi-party system,FAVOR,train
a multiparty system is more representative of the will of the people,We should adopt a multi-party system,FAVOR,train
a multi-party system is more responsive to a change or shift in public opinion.,We should adopt a multi-party system,FAVOR,train
"a multi-party system provides the fairest representation of all political viewpoints, and would increase the electorate's engagement with politics in general.",We should adopt a multi-party system,FAVOR,train
"a multi-party system is the most democratic system available, since it gives recognition to a broader canvas of viewpoints.",We should adopt a multi-party system,FAVOR,train
a multi-party system lacks stability and costs huge money to run as many parties all campaign for their voice to be heard,We should adopt a multi-party system,AGAINST,train
a multi-party system leads to too ofighting and chaos.,We should adopt a multi-party system,AGAINST,train
a multi-party system leads to too much compromise and there will never be an overall consensus,We should adopt a multi-party system,AGAINST,train
"a multi-party system leads to unstable, unstable government and does not reflect the will of the people accurately",We should adopt a multi-party system,AGAINST,train
a multi-party system lets many views on important topics to be heard,We should adopt a multi-party system,FAVOR,train
a multi-party system makes it much more difficult to collaborate on ideas.,We should adopt a multi-party system,AGAINST,train
a multi-party system makes sure more ideas are heard.,We should adopt a multi-party system,FAVOR,train
a multi-party system makes sure that one political party doesn't hold all the power.,We should adopt a multi-party system,FAVOR,train
a multi-party system maximizes choice which would encourage greater voter participation.,We should adopt a multi-party system,FAVOR,train
a multi-party system means that more opinions will be heard and people will get a greater choice on who to vote for.,We should adopt a multi-party system,FAVOR,train
a multi-party system might allow for more and more diverse ideas to come to the forefront of each election.,We should adopt a multi-party system,FAVOR,train
a multi-party system would m muddy the waters for too many ideas,We should adopt a multi-party system,AGAINST,train
a multi-party system never works because at the end of the day each party is out for themselves and don't work in the best interest of the people being represented.,We should adopt a multi-party system,AGAINST,train
a multi-party system offers too many options and decreases the people voting for one party by spreading out the votes with too many options.,We should adopt a multi-party system,AGAINST,train
a multi-party system only makes it harder to choose a presidential candidate,We should adopt a multi-party system,AGAINST,train
A multi-party system prevents the leadership of a single party from setting policy without challenge.,We should adopt a multi-party system,FAVOR,train
a multi-party system provides more choices to insure that the people have representation for their various beliefs beyond a simple party or single-party system.,We should adopt a multi-party system,FAVOR,train
A multiparty system reduces tactical voting (voting for a particular person or a party in order to prevent someone else from winning).,We should adopt a multi-party system,FAVOR,train
a multi-party system results in so many different platforms that there is no cohesion and nothing gets accomplished.,We should adopt a multi-party system,AGAINST,train
"a multi-party system spreads votes out to thin,so as one leader can be victorious even though they did not receive a majority of the peoples' votes.",We should adopt a multi-party system,AGAINST,train
a multi-party system weakens speed of decision making and ensures no progress is made so we should not adopt it.,We should adopt a multi-party system,AGAINST,train
a multi-party system will allow for more exchange of ideas and better development of our government.,We should adopt a multi-party system,FAVOR,train
a multi-party system will create confusion and a in.,We should adopt a multi-party system,AGAINST,train
"a multi-party system will give more people with differing ideas, an opportunity to run for office",We should adopt a multi-party system,FAVOR,train
a multi-party system will help to ensure no more political agendas will not given the chance to represent the people,We should adopt a multi-party system,FAVOR,train
a multi-party system will just create more arguments and political strongholds in our government.,We should adopt a multi-party system,AGAINST,train
a multi-party system will lack real leadership and will mean that policies often end up being diluted or not passed at all as a majority is not be reached.,We should adopt a multi-party system,AGAINST,train
a multi-party system will lead to a better diversity of viewpoints in government.,We should adopt a multi-party system,FAVOR,train
A multi-party system will make it so that everyone in the country is represented well.,We should adopt a multi-party system,FAVOR,train
a multi-party system will require large quantities of money that could be better used elsewhere,We should adopt a multi-party system,AGAINST,train
a multi-party system will simply lead to more ofighting and nothing will get accomplished.,We should adopt a multi-party system,AGAINST,train
a multi-party system will split the country even more.,We should adopt a multi-party system,AGAINST,train
a multi-party system would allow more people to have their ideas heard.,We should adopt a multi-party system,FAVOR,train
a multi-party system would allow more views to be heard and more complex debates.,We should adopt a multi-party system,FAVOR,train
a multi-party system would be beneficial as more than one political view in government would ensure a fairer outcome.,We should adopt a multi-party system,FAVOR,train
a multi-party system would be divisive at a time when we need to pursue common interests.,We should adopt a multi-party system,AGAINST,train
a multi-party system would be more representative of the public opinion.,We should adopt a multi-party system,FAVOR,train
a multiparty system can be more representative of the will of the people,We should adopt a multi-party system,FAVOR,train
a multi-party system would be too confusing,We should adopt a multi-party system,AGAINST,train
a multi party system would be too decentralized,We should adopt a multi-party system,AGAINST,train
a multi-party system would breath new ideas into a system currently dominated by same people and ideas,We should adopt a multi-party system,FAVOR,train
"a multi-party system would bring a fairer balance to government, not leading to one extreme of views or the other.",We should adopt a multi-party system,FAVOR,train
a multi-party system would result in a lot more choice of representation for the people living in the country.,We should adopt a multi-party system,FAVOR,train
a multi-party system would allow more choices for people to speak up and vote.,We should adopt a multi-party system,FAVOR,train
a multi-party system would cause more confusion than there already is in the country and cause government to be even less effective.,We should adopt a multi-party system,AGAINST,train
a multi-party system helps ensure that there is an equal distribution of ideas in the political venue.,We should adopt a multi-party system,FAVOR,train
a multi-party system would give more groups the chance to have their political voices heard,We should adopt a multi-party system,FAVOR,train
a multi-party system would give voters more choices and even out the playing field.,We should adopt a multi-party system,FAVOR,train
a multi-party system would help bring new ideas,We should adopt a multi-party system,FAVOR,train
a multi-party system would to create more options for voters.,We should adopt a multi-party system,FAVOR,train
"a multi-party system would improve the democratic process by giving more previously marginalised political representation, and therefore increase peoples' motivation for voting.",We should adopt a multi-party system,FAVOR,train
a multi-party system would introduce new ideas,We should adopt a multi-party system,FAVOR,train
"a multi-party system would lead to invalid elections, with no party winning the majority of votes, thus no one wins",We should adopt a multi-party system,AGAINST,train
A multi-party system would never get anything done because it would be nearly impossible for all of parties to come into agreement about anything.,We should adopt a multi-party system,AGAINST,train
a multi-party system would only lead to in fighting and less work done.,We should adopt a multi-party system,AGAINST,train
"a multi-party system would pollute the polls.  there would be too many options, meaning nobody would get the full vote they deserve or need.",We should adopt a multi-party system,AGAINST,train
A multiparty system would require a complete overhaul of our democratic system.,We should adopt a multi-party system,AGAINST,train
a multi-party system would ruin the country.,We should adopt a multi-party system,AGAINST,train
a multi-party would not work in other countries where there is a monarchy and we should not interfere with their regimes or try to impose our ideas on others.,We should adopt a multi-party system,AGAINST,train
a mult-party system makes it too confusing for voters to pick even if they all have good platforms,We should adopt a multi-party system,AGAINST,train
a new system would bring new ideas and create options,We should adopt a multi-party system,FAVOR,train
a nuclear free world would ensure humanities survival,We should fight for the abolition of nuclear weapons,FAVOR,train
"a nuclear war would destroy everyone and everything on the whole planet, the whole human race would be wiped out, there is no way we would ever come back.",We should fight for the abolition of nuclear weapons,FAVOR,train
a one party system is a bad. even russia under communism was a one party system. the people must follow the governments policies without an opposing view.,We should adopt a multi-party system,FAVOR,train
"a parent is suppose to love their child no matter they are male or female, the natural way of determination, and sex selection makes children commodities instead of miracles.",We should legalize sex selection,AGAINST,train
a parent knows best what is best for their kid,Homeschooling should be banned,AGAINST,train
a parent knows their child better than anyone else and can personalize their teaching to that childs needs,Homeschooling should be banned,AGAINST,train
A patient should be able to decide when they have had enough of suffering.,Assisted suicide should be a criminal offence,AGAINST,train
a person could be tempted to commit a crime they would not't have done if faced with entrapment like.,Entrapment should be legalized,AGAINST,train
a person has a right to state his opinion about how he feels about his country,We should prohibit flag burning,AGAINST,train
a person has the right to choose cosmetic surgery if they want to and they should not be prevented from doing so.,We should ban cosmetic surgery,AGAINST,train
"a person has the right to end their suffering and if someone takes pity on them and tries to help, that person should not be punished.",Assisted suicide should be a criminal offence,AGAINST,train
"A person has to earn money in order support himself/herself. For some, there are no other alternatives to prostitution. Arresting someone for just trying to survive is unjust.",We should legalize prostitution,FAVOR,train
a person is a male or female unless a hermaphrodite so pandering to people who have decided to be gender-neutral is another example of the world gone mad.,We should adopt gender-neutral language,AGAINST,train
a person ought to be able to continue to work as long as they are fit enough to do so.,We should end mandatory retirement,FAVOR,train
"a person or business has the right to profit and use their own invention, idea, process etc without fearing someone stealing it.",We should abolish intellectual property rights,AGAINST,train
a person should be able to bear arms to protect themselves and anyone around them,We should abolish the right to keep and bear arms,AGAINST,train
a person should be able to choose if they want to remain a virgin without persecution.,The vow of celibacy should be abandoned,AGAINST,train
a person should be able to choose who they want to spend their life with,We should legalize polygamy,FAVOR,train
a person should be allowed to choose a natural approach to cure their disease.  especially one that has existed since the 1700's.,Homeopathy brings more harm than good,AGAINST,train
a person should be able to choose what happens to their bodies,We should ban cosmetic surgery for minors,AGAINST,train
a person should decide what to do with their bodies not the government. if they desire to seek alternative help they should be free to do so,We should ban naturopathy,AGAINST,train
a person should have the right to choose how they die,Assisted suicide should be a criminal offence,AGAINST,train
a person should have the right to be able to choose if they want to live or die,Assisted suicide should be a criminal offence,AGAINST,train
a person should have the right to die on their own terms,Assisted suicide should be a criminal offence,AGAINST,train
"a person should not be forced into having to live their lives suffering, when death is already enevitable",Assisted suicide should be a criminal offence,AGAINST,train
a person uses their imagination and hard work to write as book or music.  they should be able to benefit from their work.  it should not be in the public domain.,We should abolish intellectual property rights,AGAINST,train
a person who does a great job deserves to earn extra income,We should limit executive compensation,AGAINST,train
a person who is terminally ill and needs should be given the right to end his own life under medical supervision.,Assisted suicide should be a criminal offence,AGAINST,train
A person who receives a vocational education earns less over his or her lifetime than someone with a college degree.,We should subsidize vocational education,AGAINST,train
a person's education should be the responsibility of taxpayers,We should subsidize student loans,AGAINST,train
a persons identity is based on their gender and it should be acknowledged otherwise it may prove offensive.,We should adopt gender-neutral language,AGAINST,train
a person's value should not be based on a number.  just because you reach a certain age does not mean you do not want or need to work.  mandatory retirement is be outdated.,We should end mandatory retirement,FAVOR,train
a piece of paper does not keep people together,We should abandon marriage,FAVOR,train
a poll shows that more than 90% of the people are in support of a multi-party system in the usa.,We should adopt a multi-party system,FAVOR,train
a priest chooses to make a vow to be and be celibate.  he is not forced.  if he chooses to become a priest he makes this vow.  we should not try to take this away from becoming a priest.,The vow of celibacy should be abandoned,AGAINST,train
a prisoner camp should be based in the us so it can be fully funded by the americ people.,We should close Guantanamo Bay detention camp,FAVOR,train
