Tweet,Target 1,Stance 1,set
a country should have the right to defend itself in whatever way it sees fit even if they do not intend to use nuclear weapons.,We should fight for the abolition of nuclear weapons,AGAINST,train
A country with a diverse population is better represented by a multi-party system.,We should adopt a multi-party system,FAVOR,train
"A couple doesn't have to bind themselves legally to one another, by marrying, to prove their love.",We should abandon marriage,FAVOR,train
a cure or treatment may be discovered shortly after having ended someone's life unnecessarily.,Assisted suicide should be a criminal offence,FAVOR,train
"a democratic and free society is said to respect bodily autonomy, therefore we should have the right to do what we want with our organs, including using them in a legal organ trade",We should legalize organ trade,FAVOR,train
a disadvantage of naturopathy is when natural medicines are taken to treat medical conditions without seeking qualified medical help,We should ban naturopathy,FAVOR,train
a father figure that takes an active role in their child's life has a positive effect on the child,We should subsidize stay-at-home dads,FAVOR,train
"a father is entitled to sacrifice his work for time with his new-born, but this is a lifestyle choice and should be self-funded, not financially supported by the tax payer.",We should subsidize stay-at-home dads,AGAINST,train
a few loud mouths should not be able to change years of law,We should limit judicial activism,FAVOR,train
"A flag is just a symbol and carries no real meaning in and of itself. Therefore, burning it is not a big deal.",We should prohibit flag burning,AGAINST,train
a flag is mass produced and has no added commercial value other than the material it is made with,We should prohibit flag burning,AGAINST,train
"a flag is no more than a symbol, if flag burning were banned you would have to ban the burning of football shirts, etc",We should prohibit flag burning,AGAINST,train
a flag is only a piece of cloth and there is no prohibition against burning cloth,We should prohibit flag burning,AGAINST,train
a flag is only a symbol and permitting burning it as an expression of anger is free speech,We should prohibit flag burning,AGAINST,train
a flag is only really a peace of cloth and doesn't actually hurt anybody.,We should prohibit flag burning,AGAINST,train
a flag symbolizes a country and by burning it you are showing disrespect,We should prohibit flag burning,FAVOR,train
a gender neutral language should be adopted so that conversations and language would be fair for everyone.,We should adopt gender-neutral language,FAVOR,train
a gender neutral language would improve gender equality,We should adopt gender-neutral language,FAVOR,train
"a gender-neutral language is what we should all learn to speak, it will help  dealing with racism and other social issues",We should adopt gender-neutral language,FAVOR,train
a gender-neutral language would take hundreds of years to adopt to and therefore should be abandoned,We should adopt gender-neutral language,AGAINST,train
A good portion of the telemarketers these days are not even human and this is illegal and Immoral,We should ban telemarketing,FAVOR,train
A government-funded Wikipedia would become a government-controlled Wikipedia.,We should subsidize Wikipedia,AGAINST,train
a group can function more effectively and with greater impact when working together as opposed to individually,We should oppose collectivism,AGAINST,train
a group of collective thoughts in line with one stance makes it greater.,We should oppose collectivism,AGAINST,train
a high turnout is important for a proper democratic mandate and the functioning of democracy,We should introduce compulsory voting,FAVOR,train
a human being at death can help others to live and through organ trade help their families live,We should legalize organ trade,FAVOR,train
a human rights activist spoke out that people should not be racially profiled because they belonged to a certain group or have different colors.,We should end racial profiling,FAVOR,train
a judge allowing their own personal feelings to become involved in a ruling cause said ruling to be unfair.,We should limit judicial activism,FAVOR,train
a judge is a credible voted in individual whose decisions should be trusted.,We should limit judicial activism,AGAINST,train
"a judge is merely supposed to interpret whether legal issues are constitutional -- judicial activism is effectively legislating from the bench, which exceeds what the judicial branch is allowed to do.",We should limit judicial activism,FAVOR,train
a judge is not god and therefore should not make all of the decisions.,We should limit judicial activism,FAVOR,train
a judge is suppose to be held in a high regard and should abide by the laws they took an oath to uphold without bias.,We should limit judicial activism,FAVOR,train
"a judge is suppose to uphold the rule of law, not alter it with their own opinions/views/beliefs.",We should limit judicial activism,FAVOR,train
a judge should be allowed to determine the constitutionality of an argument by using their own beliefs in part.,We should limit judicial activism,AGAINST,train
a judge shouldnt be able to show their personal views.,We should limit judicial activism,FAVOR,train
a judges opinion should not be relevant in a decision that they make as a judge,We should limit judicial activism,FAVOR,train
a judge's opinion should not take precedent over official laws.,We should limit judicial activism,FAVOR,train
a judge's role is not to flaunt laws and override guidance but to enforce it. judicial activism is a step too far,We should limit judicial activism,FAVOR,train
a jusge should be allowed to look at a crime and the situation the person was subjected to in regards to their acts as the punishment should be determined in regards to an individual situation.,We should limit judicial activism,AGAINST,train
a jusge should be allowed to make decisions based on certain situations and circumstances and make judgement using the information and issues presented rather than a strict generalized standard.,We should limit judicial activism,AGAINST,train
a jusge should follow the law rather than opnion as they are regarded as the highest power to judicate the laws they honor to serve and uphold.,We should limit judicial activism,FAVOR,train
a key advantage of a multi-party system is that voters have a choice of which political party they can choose to elect.,We should adopt a multi-party system,FAVOR,train
a lack of confidence due to appearance can have a crippling impact on poeple's lives and cosmetic surgery can help reduce this.,We should ban cosmetic surgery,AGAINST,train
a lack of control means there is nobody to step in if it goes wrong,We should stop the development of autonomous cars,FAVOR,train
a lack of voting leads to a situation were their isn't fair representation in parliament.,We should introduce compulsory voting,FAVOR,train
a language that does not include gender takes away from the personality of people.,We should adopt gender-neutral language,AGAINST,train
a larger group of people can often offer more value with power in numbers. there is more value to a large group with more ideas and more manpower.,We should oppose collectivism,AGAINST,train
a legal organ trade would boost the availability of transplant organs and save lives,We should legalize organ trade,FAVOR,train
"a legalised organ trade would dramatically improve the stock of transplant organs, saving lives.",We should legalize organ trade,FAVOR,train
"a legalised organ trade would increase the amount of stock available for medical procedures, and allow the procedure to become safer and more regulated.",We should legalize organ trade,FAVOR,train
"a legalised trade would disproportionately harm those from poorer economic backgrounds, legitimising the huge medical risks involved.",We should legalize organ trade,AGAINST,train
"A legalized market would exploit the poor who, as a result of financial problems, would be the ones most likely to sell their organs.",We should legalize organ trade,AGAINST,train
a lifestyle that does not hurt others should be legal,We should legalize polygamy,FAVOR,train
a lot more work and research could get done if we abandoned television.,We should abandon television,FAVOR,train
"a lot of gender neutral language assumes the male version of the word as the newly accepted neutral word. this doesn’t make it neutral, just assumes the male is best.",We should adopt gender-neutral language,AGAINST,train
"a lot of naturopaths suggest things without scientific backing, which may harm the patient.",We should ban naturopathy,FAVOR,train
a lot of the criminals fit a specific ethnicity so for security purposes and saving lives police should be allowed to racially profile in exchange for a little bit of suffering,We should end racial profiling,AGAINST,train
a lot of times the physical and emotional after effects of cosmetic surgery defeat the main purpose of getting the surgery.,We should ban cosmetic surgery,FAVOR,train
"a lot of times, people who homeschool aren't qualified to teach all the subjects needed for a high school  diploma.",Homeschooling should be banned,FAVOR,train
a lot of what they do is dangerous including opposing vaccines.,We should ban naturopathy,FAVOR,train
a lot of woman who prostitute themselves were sexually assaulted themselves so it may be better to have better options.,We should legalize prostitution,FAVOR,train
a low turn out means that the elected government does not represent the true wishes of the country. making voting compulsory would mean that an elected government had a true mandate.,We should introduce compulsory voting,FAVOR,train
a majority of students are unable to pay for the high cost of attending college,We should subsidize student loans,FAVOR,train
"a man or woman has the right to do what they wish with their body, and if they choose to sell it for sex, the government should not interfere.",We should legalize prostitution,FAVOR,train
a mandatory retirement age allows employers to be able to bring fresh talent into their workforce,We should end mandatory retirement,AGAINST,train
"A mandatory retirement age ensures that at least some positions open up in a given profession on a predictable basis, allowing younger workers to enter as older workers exit",We should end mandatory retirement,AGAINST,train
a mandatory retirement age helps employers regularly refresh the workforce with fresh talent,We should end mandatory retirement,AGAINST,train
a man's place is in the workforce to provide for his family.  why should anyone else have to pay for that guy's family just because he doesn't want to go to work?,We should subsidize stay-at-home dads,AGAINST,train
"a marriage is a piece of paper, nothing more.",We should abandon marriage,FAVOR,train
A miniature arms race between missile defense developers and missile developers creates an arms race that costs a massive amount to any state with either industry.,We should fight for the abolition of nuclear weapons,FAVOR,train
a minor does not have the mental and emotional development needed to make decisions that have long term effects,We should ban cosmetic surgery for minors,FAVOR,train
a minor is in no way responsible enough to make the decision of getting cosmetic surgery.  you see too many kids doing it because they want to look like a pop idol fad.  it is dangerous.,We should ban cosmetic surgery for minors,FAVOR,train
a minor is not old enough to make decisions on something that will change them forever,We should ban cosmetic surgery for minors,FAVOR,train
a minor is still growing so any cosmetic surgery may well result in a less than desirable result when they are fully grown.,We should ban cosmetic surgery for minors,FAVOR,train
a minor should be allowed to under go cosmetic surgery if it would improve how they see themselves and help their confidence.  such things would follow them into adulthood in a positive manner.,We should ban cosmetic surgery for minors,AGAINST,train
a minor should have control over their own body,We should ban cosmetic surgery for minors,AGAINST,train
a mistake could cause permanent disfigurement of a person,We should ban cosmetic surgery,FAVOR,train
"a modern society espousing gender equality has a duty to subsidize stay-at-home dads, just as it would support mothers - this both improves womens' career prospects, and fathers' emotional bonding.",We should subsidize stay-at-home dads,FAVOR,train
a mulit-party system is needed because there are more opinions than just democrat and repulblican,We should adopt a multi-party system,FAVOR,train
"a multi party system allows far better choices for the diverse population, meaning they can find someone to vote for that they truly believe in and participate in a democracy better",We should adopt a multi-party system,FAVOR,train
a multi party system allows for a larger group of qualified individuals,We should adopt a multi-party system,FAVOR,train
a multi party system creates chaos by giving too many choices to the people,We should adopt a multi-party system,AGAINST,train
a multi party system does not always help things. what is to say we get multiple bad choices and we have to end up choosing the lesser of two evils?,We should adopt a multi-party system,AGAINST,train
a multi party system ensures that everyone’s viewpoint can be represented and taken into account rather than only a minority.,We should adopt a multi-party system,FAVOR,train
a multi party system helps ensure all people are represented and that no one party or faction becomes too strong. multi party systems are more equitable at all levels and not all in favor of one group.,We should adopt a multi-party system,FAVOR,train
"a multi party system is too volatile, there's no stability and no consistency",We should adopt a multi-party system,AGAINST,train
A multi party system might be too confusing because there would be too many candidates with too many opinions and would be hard to vote.,We should adopt a multi-party system,AGAINST,train
a multi party system will help us choose the best person for the job.,We should adopt a multi-party system,FAVOR,train
a multi party system will lead to the rise of fringe groups that do not represent the will of the people.,We should adopt a multi-party system,AGAINST,train
a multi party system would bring many new & fresh ideas into the forefront,We should adopt a multi-party system,FAVOR,train
a multi party system would ensure more people get their viewpoint taken into account.,We should adopt a multi-party system,FAVOR,train
"a multi party system would represent all those that voted, not just those that voted for one party so a fairer system of governance would be in place.",We should adopt a multi-party system,FAVOR,train
a multi party system would spend more time arguing than resolving problems and wouldn’t be beneficial.,We should adopt a multi-party system,AGAINST,train
a multi party sytem is not in agreement with the constitution.,We should adopt a multi-party system,AGAINST,train
a multi-oart system allows for more options and candidates that are more in line with certain populations as not everyone has the same political views.,We should adopt a multi-party system,FAVOR,train
"a multi-oarty system can decrease the votes of a specific candidate, making the votes misappropriated.",We should adopt a multi-party system,AGAINST,train
a multi-party ensures that all people and voices are heard and represented.,We should adopt a multi-party system,FAVOR,train
a multi-party is essential to allow for democracy and prevent autocratic regimes coming to power.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows a greater freedom of choice for voters to express their democratic right to vote for policies they would like to implimented.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows a greater number of views to be heard.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows a number of parties to enter government and is a benchmark of democracy.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows all political parties to be represented for all people,We should adopt a multi-party system,FAVOR,train
a multi-party system allows for a broad range of ideas to be heard and implemented.,We should adopt a multi-party system,FAVOR,train
"a multi-party system allows for a much more diverse spectrum of options for an individual to find the right party to vote for, to really represent them",We should adopt a multi-party system,FAVOR,train
a multi-party system allows for diverse thinking and a larger choice for the people,We should adopt a multi-party system,FAVOR,train
A multi-party system allows for greater choice in whom to vote for.  It allows each citizen to vote for the party that best fits their beliefs and represents their ideology.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows for greater freedom of choice and expression of opinion,We should adopt a multi-party system,FAVOR,train
"a multi-party system allows for greater freedom of choice, as a greater number of major parties would cover more ideological viewpoints.",We should adopt a multi-party system,FAVOR,train
a multi-party system allows for greater freedom of expression for the electorate and reduces the need to vote for who you disagree with the least,We should adopt a multi-party system,FAVOR,train
a multi-party system allows for more choices to address the views and issues of the people that multi candidates provide.,We should adopt a multi-party system,FAVOR,train
"a multi-party system allows for more ideas, more candidates, more voters turning out.",We should adopt a multi-party system,FAVOR,train
a multi-party system allows for more unqualified people to get into the race,We should adopt a multi-party system,FAVOR,train
a multi-party system allows for more views and ideals to be represented.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows for the airing of more viewpoints and would require politicians to build coalitions and compromise in order to get things accomplished.,We should adopt a multi-party system,FAVOR,train
a multi-party system allows for the people to choose between sets of ideas they want to govern the country.,We should adopt a multi-party system,FAVOR,train
A multi-party system allows open and constructive criticism of the ruling government and prevents tyranny.,We should adopt a multi-party system,FAVOR,train
a multi-party system as this will ensure that all policies are agreed upon and not forced through by a small majority. it will also ensure that a wider section of beliefs and opinions is represented.,We should adopt a multi-party system,FAVOR,train
a multiparty system blurs the citizenship of a vision and model of country. we should not adopt a multiparty system because it would waste valuable time to agree,We should adopt a multi-party system,AGAINST,train
a multi-party system brings diversity to the political realm which helps people better decide where there vote should go,We should adopt a multi-party system,FAVOR,train
a multi-party system can bring continued bickering and endless in-fighting to a system of government that should be as simple as 'obey the law'.,We should adopt a multi-party system,AGAINST,train
a multi-party system can increase the views of the people and allow for more choices.,We should adopt a multi-party system,FAVOR,train
a multi-party system can open the door to getting poor leaders out of office and creating change.,We should adopt a multi-party system,FAVOR,train
a multi-party system can result of the election of someone who is supported by a small number of citizens,We should adopt a multi-party system,AGAINST,train
a multi-party system could add more complexity and create situations where issues become impossible to resolve.,We should adopt a multi-party system,AGAINST,train
a multi-party system could be very beneficial as it would allow for more opinions and more choices.,We should adopt a multi-party system,FAVOR,train
a multi-party system could cause too much in fighting between groups that should be cooperating.,We should adopt a multi-party system,AGAINST,train
a multiparty system could increase political bureaucracy,We should adopt a multi-party system,AGAINST,train
a multi-party system could lead to more situations where a majority is not reached. this means that it could be harder to push policies through.,We should adopt a multi-party system,AGAINST,train
a multi-party system could make it harder for decisions to be made as more opinions will complicate things.,We should adopt a multi-party system,AGAINST,train
a multi-party system could mean that it is more difficult to agree on any answers as  it is more likely that there will not be a majority on issues.,We should adopt a multi-party system,AGAINST,train
a multi-party system creates chaos.  more is not merrier in this type of case.,We should adopt a multi-party system,AGAINST,train
a multi-party system enables the people to have more of a say in what happens in their country.,We should adopt a multi-party system,FAVOR,train
a multi-party system encourages innovation and new ideas.,We should adopt a multi-party system,FAVOR,train
a multi-party system encourages parties with different political views to work together and discourages polarising adversarial politics,We should adopt a multi-party system,FAVOR,train
a multi-party system encourages weak and unstable coalition governments that are unable to pursue radical change,We should adopt a multi-party system,AGAINST,train
"a multi-party system ensures that voters have the chance to elect politicians that most closely align with their believes, lessening the chance that they have to compromise on things they feel are important.",We should adopt a multi-party system,FAVOR,train
a multi-party system is clearly good for democracy. allowing opposing groups to work through their differences and give choice to the population in government elections.,We should adopt a multi-party system,FAVOR,train
a multi-party system is enshrined in democracy. anyone should have his ideology and choose the party of his choice,We should adopt a multi-party system,FAVOR,train
a multi-party system is great in that it provides voters with many different candidates with different views and ideas,We should adopt a multi-party system,FAVOR,train
A multiparty system is less likely to cater to extremists who are now only represented by small extreme parties rather than larger parties.,We should adopt a multi-party system,FAVOR,train
A multiparty system is less likely to have gridlock because there are more parties that are willing to compromise.,We should adopt a multi-party system,FAVOR,train
a multiparty system is more representative of the will of the people,We should adopt a multi-party system,FAVOR,train
A multi-party system is more responsive to a change or shift in public opinion.,We should adopt a multi-party system,FAVOR,train
"a multi-party system is the fairest representation of all political viewpoints, and would increase the electorate's engagement with politics in general.",We should adopt a multi-party system,FAVOR,train
"a multi-party system is the most democratic system available, since it gives recognition to a broader canvas of viewpoints.",We should adopt a multi-party system,FAVOR,train
a multi-party system lacks stability and costs huge amounts to run as many parties all campaign for their voice to be heard,We should adopt a multi-party system,AGAINST,train
a multi-party system leads to disorganization and chaos.,We should adopt a multi-party system,AGAINST,train
a multi-party system leads to too much division and there may never be an overall consensus,We should adopt a multi-party system,AGAINST,train
a multi-party system leads to unstable goverment and does not reflect the will of the people accurately,We should adopt a multi-party system,AGAINST,train
a multi-party system lets many views on important topics to be heard,We should adopt a multi-party system,FAVOR,train
a multi-party system makes it much more difficult to collaborate on ideas.,We should adopt a multi-party system,AGAINST,train
a multi-party system makes sure more ideas are included.,We should adopt a multi-party system,FAVOR,train
a multi-party system makes sure that one political party doesn't hold all the power.,We should adopt a multi-party system,FAVOR,train
a multi-party system maximizes choice which would encourage greater voter participation.,We should adopt a multi-party system,FAVOR,train
a multi-party system means that more opinions will be heard and people will get a greater choice of who to vote for.,We should adopt a multi-party system,FAVOR,train
a multi-party system might allow for more and more diverse candidates to come to the forefront of each election.,We should adopt a multi-party system,FAVOR,train
a multi-party system muddies the waters with too many ideas,We should adopt a multi-party system,AGAINST,train
a multi-party system never works because at the end of the day each party is out for themselves and don't work in the best interest of the people being represented.,We should adopt a multi-party system,AGAINST,train
"a multi-party system offers too many options and decreases the election voting for one candidate, spreading out the votes over too many options.",We should adopt a multi-party system,AGAINST,train
a multi-party system only makes it harder to choose a presidential candidate,We should adopt a multi-party system,AGAINST,train
A multi-party system prevents the leadership of a single party from setting policy without challenge.,We should adopt a multi-party system,FAVOR,train
a multi-party system provides more choices to insure that the people have representation for their various beliefs beyond a simple two or single-party system.,We should adopt a multi-party system,FAVOR,train
A multiparty system reduces tactical voting (voting for a particular person or political party in order to prevent someone else from winning).,We should adopt a multi-party system,FAVOR,train
a multi-party system results in so many different platforms that there is no cohesion and nothing gets accomplished.,We should adopt a multi-party system,AGAINST,train
"a multi-party system spreads votes out to thin,so as one leader can be victorious even though they did not receive the majority of the peoples' votes.",We should adopt a multi-party system,AGAINST,train
a multi-party system weakens speed of decision making and ensures no progress is made so we should not adopt it.,We should adopt a multi-party system,AGAINST,train
a multi-party system will allow for more exchange of ideas and better development of our government.,We should adopt a multi-party system,FAVOR,train
a multi-party system will create confusion and deadlock.,We should adopt a multi-party system,AGAINST,train
"a multi-party system will give more people with differing ideas, an opportunity to run for office",We should adopt a multi-party system,FAVOR,train
a multi-party system will help to ensure that more political agendas will be given the chance to represent the people,We should adopt a multi-party system,FAVOR,train
a multi-party system will just cause more arguments and political strongholds in our government.,We should adopt a multi-party system,AGAINST,train
a multi-party system will lack real leadership and will mean that policies often end up being diluted or not passed at all as a majority can not be reached.,We should adopt a multi-party system,AGAINST,train
a multi-party system will lead to a better diversity of viewpoints in government.,We should adopt a multi-party system,FAVOR,train
A multi-party system will make it so that everyone in the country is represented well.,We should adopt a multi-party system,FAVOR,train
a multi-party system will require large quantities of money that could better be used elsewhere,We should adopt a multi-party system,AGAINST,train
a multi-party system will simply lead to legislative gridlock and nothing will get accomplished.,We should adopt a multi-party system,AGAINST,train
a multi-party system will split the country even more.,We should adopt a multi-party system,AGAINST,train
a multi-party system would allow more people to have their ideas represented.,We should adopt a multi-party system,FAVOR,train
a multi-party system would allow more views to be heard and more complex debates.,We should adopt a multi-party system,FAVOR,train
a multi-party system would be beneficial as more than one political view in government would ensure a fairer outcome.,We should adopt a multi-party system,FAVOR,train
a multi-party system would be divisive at a time when we need to pursue common interests.,We should adopt a multi-party system,AGAINST,train
a multi-party system would be more representative of the public will.,We should adopt a multi-party system,FAVOR,train
a multiparty system would be more representative of the will of the people,We should adopt a multi-party system,FAVOR,train
a multi-party system would be too confusing,We should adopt a multi-party system,AGAINST,train
a multiparty system would be too decentralized,We should adopt a multi-party system,AGAINST,train
a multi-party system would breath new life into a system currently dominated by same people and ideas,We should adopt a multi-party system,FAVOR,train
"a multi-party system would bring a fairer balance to government, not leading to one extreme of politics or the other.",We should adopt a multi-party system,FAVOR,train
A multi-party system would bring in a lot more choice of representation for the people living in the country.,We should adopt a multi-party system,FAVOR,train
a multi-party system would bring more choices for people to speak up and vote.,We should adopt a multi-party system,FAVOR,train
A multi-party system would cause more confusion than there already is in the country and cause government to be even less effective.,We should adopt a multi-party system,AGAINST,train
a multi-party system would ensure that there is an equal distribution of ideas in the political venue.,We should adopt a multi-party system,FAVOR,train
a multi-party system would give more groups the chance to have their political voices heard,We should adopt a multi-party system,FAVOR,train
a multi-party system would give voters more choices and even out the playing field.,We should adopt a multi-party system,FAVOR,train
a multi-party system would help bring new ideas,We should adopt a multi-party system,FAVOR,train
a multi-party system would help create more options for voters.,We should adopt a multi-party system,FAVOR,train
"a multi-party system would improve the democratic process by giving more traditionally marginalised views representation, and therefore improve peoples' motivation for voting.",We should adopt a multi-party system,FAVOR,train
a multi-party system would introduce new ideas,We should adopt a multi-party system,FAVOR,train
"a multi-party system would lead to invalid elections, with no one winning the majority of votes, thus no one wins",We should adopt a multi-party system,AGAINST,train
A multi-party system would never get anything done as it would be nearly impossible for all of them to come into agreement about anything.,We should adopt a multi-party system,AGAINST,train
a multi-party system would only lead to in fighting and less getting done.,We should adopt a multi-party system,AGAINST,train
"a multi-party system would pollute the polls.  there would be too many options, meaning none would get the full vote they deserve or need.",We should adopt a multi-party system,AGAINST,train
A multiparty system would require a complete overhaul of our democratic system.,We should adopt a multi-party system,AGAINST,train
a multi-party system would ruin the country.,We should adopt a multi-party system,AGAINST,train
a multi-party would not work in some countries where there is a monarchy and we should not interfere with stable regimes or try to impose our ideas on others.,We should adopt a multi-party system,AGAINST,train
a mult-party system makes it too confusing for voters to pick candidates if they each have good platforms,We should adopt a multi-party system,AGAINST,train
a new system would bring new life and create options,We should adopt a multi-party system,FAVOR,train
a nuclear free world would ensure humanities survival,We should fight for the abolition of nuclear weapons,FAVOR,train
"a nuclear war would kill everyone and everything on the whole planet, the whole human race would be wiped out, there is no way we would ever come back.",We should fight for the abolition of nuclear weapons,FAVOR,train
a one party system is a dictatorship.  russia under communism was a one party system. all people must follow the governments position without an opposing view.,We should adopt a multi-party system,FAVOR,train
"a parent is suppose to love a child no matter they are male or female, the natural way of determination, and sex selection makes children commodities instead of miracles.",We should legalize sex selection,AGAINST,train
a parent knows best what is good for their kid,Homeschooling should be banned,AGAINST,train
a parent knows their child better than anyone else and can personalize their teaching to that childs personality,Homeschooling should be banned,AGAINST,train
"A patient should be able to decide when they have had enough ""care"".",Assisted suicide should be a criminal offence,AGAINST,train
a person could be tempted to commit a crime they would not otherwise have done if faced with entrapment practices.,Entrapment should be legalized,AGAINST,train
a person has a right to state his opinion about how he feels about his country,We should prohibit flag burning,AGAINST,train
a person has the right to choose cosmetic surgery if they want to and they should not be prevented from doing so.,We should ban cosmetic surgery,AGAINST,train
"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",Assisted suicide should be a criminal offence,AGAINST,train
"A person has to earn money in order support himself/herself. For some, there are no viable alternatives to prostitution. Arresting someone for just trying to survive is unjust.",We should legalize prostitution,FAVOR,train
a person is either male or female unless born hermaphrodite so pandering to people who have decided to be gender-neutral is another example of the world gone mad.,We should adopt gender-neutral language,AGAINST,train
a person needs to be able to choose to work as long as they are well enough to do so.,We should end mandatory retirement,FAVOR,train
"a person or business has a right to profit or use their own invention, idea, process etc without fearing someone stealing it.",We should abolish intellectual property rights,AGAINST,train
a person should be able to bear arms to protect themselves and anyone around them,We should abolish the right to keep and bear arms,AGAINST,train
a person should be able to choose if they want to remain a virgin without persecution.,The vow of celibacy should be abandoned,AGAINST,train
a person should be able to choose who they want to spend their life with,We should legalize polygamy,FAVOR,train
a person should be allowed to choose a natural approach to curing their disease.  especially one that has existed since the 1700's.,Homeopathy brings more harm than good,AGAINST,train
a person should be allowed to choose what happens to their bodies,We should ban cosmetic surgery for minors,AGAINST,train
a person should decide what to do with their bodies not the government. if they desire to seek alternative medicine they should be free to do so,We should ban naturopathy,AGAINST,train
a person should have the dignity to choose how they die,Assisted suicide should be a criminal offence,AGAINST,train
a person should have the right to be able to choose if they want to live or die,Assisted suicide should be a criminal offence,AGAINST,train
a person should have the right to die on their own terms,Assisted suicide should be a criminal offence,AGAINST,train
"a person should not be forced into having to live their lives suffering, when death is already enevitable",Assisted suicide should be a criminal offence,AGAINST,train
a person uses his imagination and hard work to write as book or music.  they should be able to benefit from their work.  it should not be in the public domain.,We should abolish intellectual property rights,AGAINST,train
a person who does a great job deserves to get extra income,We should limit executive compensation,AGAINST,train
"a person who is terminally ill and suffering should be given the right to end his suffering, under medical supervision.",Assisted suicide should be a criminal offence,AGAINST,train
a person who receives a vocational education earns less over his or her lifetime than someone with a college degree.,We should subsidize vocational education,AGAINST,train
a person's education should be the responsibility of themselves,We should subsidize student loans,AGAINST,train
a persons identity is based on their gender and it should be acknowledged or it could prove offensive.,We should adopt gender-neutral language,AGAINST,train
a person's value should not be based on a number.  just because you reach a certain age does not mean you do not want or need to work.  mandatory retirement hurts elderly workers.,We should end mandatory retirement,FAVOR,train
a piece of paper does not keep people together,We should abandon marriage,FAVOR,train
a poll shows that more than 90% of the people are in support of a multi-party system in the usa.,We should adopt a multi-party system,FAVOR,train
a priest chooses to make a vow to god to be celibate.  he is not forced.  if he chooses to become a priest he makes this vow.  we should not try to take this away from becoming a priest.,The vow of celibacy should be abandoned,AGAINST,train
