Tweet,Target 1,Stance 1
Shame on @realDonaldTrump who wouldnt want to share the spotlight with Obama! Disgraceful and worst POTUS ever! # # # # #! #TrumpIsARacistRat,Donald Trump,AGAINST
Theres indictments waiting the day you leave office you POS @realDonaldTrump @POTUS #MAGOTUS,Donald Trump,AGAINST
I despise @realDonaldTrump so much as well as his #Trump all of whom should be imprisoned! They have caused such profound human harm to our nation between leveling our economy into a depression; facilitating pandemic w resultant Americans deaths in thousands-this is-,Donald Trump,AGAINST
"So am I! It's coming, we'll have a REAL President in 2020 and not that joke and embarrassment that we have now @realDonaldTrump #Trump Is going to be gone! America is totally in danger!",Donald Trump,AGAINST
"I dont think you were ever compared to an Ape. You have been called a Racist, bigot, liar, cheater, and a sexual predator, all for.. Did I say liar? Thats a big one. # # # # # #. #TrumpGrabsPu$$y #Trump",Donald Trump,AGAINST
No your wrong it is to silence a woman at all! Its about wanting someone who has integrity ethical & moral values address the middle class! Ivanka has been a known pathological liar who has nothing to offer the graduates #Trump,Donald Trump,AGAINST
"Junior? They have you on meds too. Look at you, you are on the path buddy. Get those voices in your head under control! #Trump",Donald Trump,AGAINST
Trumpers. Why? Why do they hate the whole world????? Serious. #ThereIsNoPlanetB #Trump,Donald Trump,AGAINST
Could you imagine the @GOP outrage if Obama made a call to a foreign leader asking them to look into his son being a campaign spy? #Ukraine #Trump,Donald Trump,AGAINST
Way to go France! We have a banana republic headed by a murderous cartel #winning #Trump,Donald Trump,AGAINST
POTUS cannot pardon to obstruct justice in his Investigation. POTUS cannot pardon to obstruct justice in his Investigation. POTUS cannot pardon to obstruct justice in his Investigation. POTUS cannot pardon to obstruct justice in his Investigation. #Trump,Donald Trump,AGAINST
Michael Cohen was Deputy Finance Chair for the RNC. Great judgement guys. # # # # #. #Trump,Donald Trump,AGAINST
"Take the kids, for the. At least, I'm not sure they're my children. No proof. Don Jr, Ivanka and Eric were all born to an immigrant woman who WASN'T a US Citizen when they were born. They shouldn't have US children. DEPORT THEM ALL! #TrumpParasites #Trump",Donald Trump,AGAINST
Trump loves dictators who kill people. Why the hell was she there. She was elected by no one. #Nepotism #ivankaIsClueless #JamalKhashoggi #Trump,Donald Trump,AGAINST
These administrative criminals will be proclivities. They will never get out so why rush it? Maybe dear leader is getting his ownush fund after all. #GrifterInChief #CorruptAndComplicitGOP #Trump,Donald Trump,AGAINST
I'm resigning effective immediately and taking my entire cabinet with me. #Trump,Donald Trump,AGAINST
It must never be forgotten that this entire unqualified family of grifters is backed to the moon by the #GOP. #Conservatives in every major democracy are installing incompetent dictators who who dismantle all that is civil in a society. #Trump,Donald Trump,AGAINST
Vice President Mike Pence's Wife Karen Dragged for Herearing In Wedding Dress #SmartNews Id Drag Drag Karen for Her Inappropriate Husband... #VoteBlue2018 #Trump,Donald Trump,AGAINST
"Out of all the democrats running for president so far in 2020, Hillary Clinton is way more poised, qualified & experienced than all of them in #2020. #Election2020 #GOPComplicitTraitors #Trump",Donald Trump,AGAINST
"Hey Junior-what have you done for your country lately? Yeah, didnt think so so please stop posting about other ppl when youve EARNED some credibility of your own #Trump",Donald Trump,AGAINST
Have you paid back the American people for witch hunt yet? #Trump,Donald Trump,AGAINST
Wheres the rest of the Bible thumping @GOP? Wheres #BunkerBoy and the #GOP? Where are the photo bombed government officials? I dont see Christian AGBarr.,Donald Trump,AGAINST
And if the whistleblower is to to to a to the fired? Should she be afraid? This potus has already encouraged for violence that has killed people. This is what a mob boss does. #Trump,Donald Trump,AGAINST
@realDonaldTrump I find it interesting that you claim your approval numbers are so high yet you are hiding in the bunker and felt the need to build a wall around you. Scared much? #TrumpBunkerSongs,Donald Trump,AGAINST
"... And the craziest part, Trump re-cast the very president that ended slavery as despicable, while at the same time he called for his supporters to start a civil war. #25thAmendmentNow",Donald Trump,FAVOR
Hopefully dirty Don spreads Coronavirus all through WH and # the # # # # # #irus #Trump,Donald Trump,AGAINST
"The @NYTimes reports on the federal lawsuit accusing Trump and three of his children (Don Jr., Eric, and Ivanka) of persuading Russians to invest in Russia. #TrumpFoundation",Donald Trump,AGAINST
Nepotism and corruption continue with Ivanka and Jared. Is daddy going to be the the the?? Jared going to be in charge of all the funeral homes and demand that they only sell Trump coffins? #TrumpCoronaDisaster #Trump,Donald Trump,AGAINST
There is no diversity in the shallow end of the gene pool. #Trump,Donald Trump,AGAINST
President Putin called to remind me he has me by the cajones & if I want to keep lining the fat coffers of the #Trump I better keep doing exactly what he tells me to do. # # # #.,Donald Trump,AGAINST
"So it is that we have no one to counter the utter crimes of the current administration. Praying voters make a difference and, in the end, vote for the entire #Trump and friends. @SpeakerPelosi hope your plan is flawless. Im being questioned every min. #Inthedark",Donald Trump,AGAINST
Lineup what youre claiming Comey did compared to what the Maniac in the White House actually has done in his criminal and corrupt policies and actions. Not even close. #RealDonaldTrump #Trump,Donald Trump,AGAINST
"No, honey. YOU are the crazy one. #Drumpf has done nothing but try to dismantle the democratic ideals for which America has always stood. But, we see you, Maureen, and we know why you REALLY want the #. # #. #Trump",Donald Trump,AGAINST
"Throughout the conversation with Barr, Muellers main concern was that the public was not getting an accurate understanding of the Mueller investigation, officials said. #TraitorBarr #BarrLeadingCoverUp #ImpeachBarr #Trump",Donald Trump,AGAINST
Maggie Hassan sums it up. A joke about eye shadow is kid's play compared to some of the hideous crap SHS spews from behind her podium on a nightly basis. She certainly deserves much worse than she got tonight. #Trump,Donald Trump,AGAINST
"Donald Trump Jr. should spend five years in prison for this offense, and the same five for other offenses that will become known soon. #GOPCorruption #Trump RT",Donald Trump,AGAINST
"@realDonaldTrump would you like to be on the next promotion campaign? You looks so pretty, all your picture. But for #America it would be cool, to kick you out with your brainless #. # # # #. #CrimesAgainstHumanity #Trump #RussianHacking #Resisters #MAGA gaga",Donald Trump,FAVOR
"Says the guy whose foundation got shut down for fraud, whose university got shut down for fraud, and whos being investigated by the SDNY, for bank fraud. #DeutscheBank #TrumpCorruption #LockThemAllUp #Trump",Donald Trump,AGAINST
And how many tens of millions have you and fake diplomat Jared raked in since your daddy took office? And let's talk about Chinese sweat shops while we're talking about a whole new world. This trump family is just plain evil.,Donald Trump,AGAINST
If @IvankaTrump and #JaredKushner were smart like everyone else they wouldn't have the positions they hold in the #WhiteHouse #nepotism,Donald Trump,AGAINST
& @seanhannity is a Journalist! lol! He should SUE the Adults that were polled @JennaEllisEsq or better yet have them talk to Rudy @RudyGiuliani #ObamaWasBetterAtEverything # # # # #President #Trump,Donald Trump,AGAINST
"You have the best ideas Eric. Please be sure and keep us updated and feel free to upload pictures of anything you think will help you prove #Trump's innocence. # # #, #TrumpEpstein photos etc. We will find them and Wait for you ok sweetie.",Donald Trump,AGAINST
Maybe someday youll catch up to the better numbers under Obama. Nice try. Although youll probably all be in jail before then. #Trump,Donald Trump,AGAINST
"@realDonaldTrump You're a racist, sweetie. GTFO of the White House. #TraitorInChief #Treason",Donald Trump,AGAINST
In other words........... We will protect the TRAITORS.......at all cost!!! #fakepresident #putinspuppet #Trump # # # #Russia #IStandWithSchiff #LockThemAllUp #Trump,Donald Trump,AGAINST
"Dr. Schiff doesn't even truly represent Republicans, altho they're too corrupt to admit this. He represents no one other than his own #Trump &amp; #TrumpCrimeSyndicate!",Donald Trump,AGAINST
OMG... I could not imagine a more dramatic soap opera than what we're living thru now now #PLEASEMAKEITSTOP #IMPEACH45 # # # # # # #President #Trump Good talk... =^..^=,Donald Trump,AGAINST
"I nominate this building to replace ""The Strat"". The new #umps #RICO Home.",Donald Trump,AGAINST
"That's ok Pam. We know hes a liar, thief, bully, etc etc. But we stand with you! Stronger together right And I don't watch Fox(trump)news either #TrumpFamily",Donald Trump,AGAINST
"#MyVisionForTheFutureIs A real leader with aPresident and #Potus that truly love America are in the WH, no grown ""offspring"" hanging out! #ImpeachTheTrumps #Trump",Donald Trump,AGAINST
"I don't use it day to day, but she was working in the WH, no experience, just accepting Chinese business kickbacks due to her proximity. It's apt as fuck. #IvankaTheComplicitLitch",Donald Trump,AGAINST
We would read the transcript if only you released it #Trump,Donald Trump,AGAINST
"You lost your way a long time ago, was it when #Trump emptied their wallet at you???",Donald Trump,AGAINST
"love this woman! Trump professional BS and conartist, who lies and Ling his way through his presidency....never met a real person who didnt want to quote scripture lol #DontheCon #DonaldTrump #GOPBetrayedAmerica #AmericanGreed",Donald Trump,AGAINST
Trump is like an idiot criminal who gets caught by bragging about his crimes on social media. I have always said Trump will fall into the trap trap of his own words. He is his own downfall... #WaitForIt #TrumpWords #RussianAgents,Donald Trump,AGAINST
"Amen. @KamalaHarris is a true leader, born to lead our country out of our collective misery. And, get the heck outta Trump and his family.",Donald Trump,AGAINST
ME TOO! Good idea but they are peaceful people not the hate filled #Trump,Donald Trump,AGAINST
Will taxpayers still be billed for his trips to Syria to work on a peace process when he wont have the information required to have useful conversations? (Never mind that he never had the skills or experience) #TrumpSwamp # # # # #Ukraine #Trump,Donald Trump,AGAINST
"So we here (AUSTRALIA) can getting get to about it. Trump is above the law. He has you by the balls USA. Someone please do something..ALL THESE LIES LIES!! We thought the president had ""checks &amp; balances' BULLSHIT he's getting away with it ALL",Donald Trump,AGAINST
Thank you for your courage. I'm with you. You are a true patriot and American. You are what makes America great. Keep up the fight. #BillionDollarLoser # # #Loser #LockHimUp #Trump,Donald Trump,AGAINST
What the heck is he smoking? Did Putin tell him to say that? #BanAssaultWeaponsNow #Trump,Donald Trump,AGAINST
"Gosh, you know I never watched that press conference Melania was going to have long time ago to shame those who doubted her previous charity work ethic. Could anyone provide a link to that? I can't seem to find it. #LockThemAllUp #Trump",Donald Trump,FAVOR
"Oh look. A crime used as the set for a Republican campaign ad, complete with the crime boss whose son was the one who committed the crime and his #Trump accomplices",Donald Trump,AGAINST
Hahaha Nobody believes you! Lightly looked!?? You previously denied even that! Your outrageous lies will hang you! #Trump #lies #Semason,Donald Trump,AGAINST
"When will there be an investigation into #DonaldTrumps adult children doing business and profiting from foreign foreign, while hes in office?",Donald Trump,FAVOR
Some of us matter more than others of us? Ugh! #Trump,Donald Trump,AGAINST
"The orange buffoon is having a press conference now at the end of the White House. Going after the forgotten president #JimmyCarter. Can only take him in tiny doses, I need to go puke now. #Trump",Donald Trump,AGAINST
"Once again #Trump creepy @jaredkushner who btw "" Feckless "" or creepy don't even have a security clearance are raping taxpayers while enriching Come Jan 2021 we will have a real AG 2 investigate ALL TRUMPS # #!",Donald Trump,AGAINST
Ivanka pulled a similar scam in Panama and other Latin American countries. The #Trump also pulled that in Mexico. That's why he got into legal trouble there.,Donald Trump,AGAINST
Zero intent?! I guess thats why the baby came from Russia was used as a cover up #Trump,Donald Trump,AGAINST
"But wait! There's more! An in depth look at the # and his on his #HappyBirthdayPresidentTrump. @realDonaldTrump #Exposed as the #DonTheCon he's continued into office, but with opportunity, yuuuge, believe me, to fleece the taxpayers.",Donald Trump,AGAINST
"Please cite your source & what they stole. I see you have the same of, EDUCATED, INTELLIGENT Obamas as the #Trump!",Donald Trump,AGAINST
#BarrCoverUp decides to bash #mueller &amp; support Trump If most legal scholars dispute barr's conclusion who do we believe to.@glennkirschner2,Donald Trump,AGAINST
No deal. The Jewish community doesnt refuse to accept her. No returns or cash back. #Trump,Donald Trump,AGAINST
#Trump may be in trouble!!! #Resisters #VoteBlue Judge Deals Setback to Trump Family: Ugly Pyramid Scheme Lawsuit Likely to Unfold in Public # # News,Donald Trump,AGAINST
The Republicans are greatly underest by how very angry the American people are. Do nothing at your own peril GOP cowards. #Trump,Donald Trump,AGAINST
"@realDonaldTrump Trump's whole life is based on lies!He has never accomplished anything honestly.Such a failure! Always lying,scheming with corruption-only cares about filling his pockets with $.It's all about him all the time!He doesnt care about us or America!",Donald Trump,AGAINST
I will be damned if he guts whatever FEMA money is designated for everyone in the area. He committed fraud around 9/11 we can expect him to do it again. #Trump,Donald Trump,AGAINST
@POTUS should be arrested by law enforcement not lecture them.realDonaldTrump you are a very bad #President and not a very likeable human,Donald Trump,AGAINST
Actually #Trump and #GOPCorruptionOverCountry taking inventory of the who are no longer getting a check from the government.,Donald Trump,AGAINST
Yes. The day you are locked up and removed from office. #WorstPresidentEver #TrumpIsGuiltyAF #NotMyPresident #Trump,Donald Trump,AGAINST
There is something deathly wrong with this man & anybody who thinks he ok in any way #GOPComplicitTraitors #GOPCrimeSyndicate #PutinsPuppets #IndictTheTrumpCrimeFamily #Trump,Donald Trump,AGAINST
"Thank you for clarifying... YES, we do # #,. we must conquer them--the *ENTIRE* #Trump and the rest of the #White administration. But ALAS they turned over much of the #WhiteHouse directly to Kushner--notwithstanding no clearance. LITERALLY. It's *HORRIFYING*.",Donald Trump,FAVOR
"Welp, the #Trump and the #GOP pretend every other race is the master race so there's that nonsense..",Donald Trump,AGAINST
NOPE! Its just beginning and you and your family better prepare for being in orange jumpsuits and behind bars for the rest of your pathetic lives! Oh oh...and look forward to being completely broke!,Donald Trump,AGAINST
"Dont even go there. $970,000 profit on Trump international hotels on taxpayers dime dime and thats only one of many. Endless gritting.",Donald Trump,AGAINST
Not as insane as stealing from your favorite charity for kids with cancer and being found guilty in a court of law. #RULEOFLAW #Trump,Donald Trump,AGAINST
"In a span of 6 months, Trump has removed 3 officials from positions leading their respective agencies' inspector general offices. #WhatIsTrumpHiding?",Donald Trump,AGAINST
#Indictments for # # family and entire #Trump would be the best thing that could ever happen for theAmericanAmericans since @realDonaldTrump illegitimate installation as @POTUS,Donald Trump,AGAINST
#TickTock Its all going to come out with you. the whole country will know what a thug you are. If you were smart you would escort the 4 witnesses to this sham trial yourself. #TrumpIsCorrupt #ComplicitCorruptGOP #AmericansWantWitnesses #Trump,Donald Trump,AGAINST
"How desperate are you? Dragging up this old thing, really? And EVEN IF you and son and Jared and plus and plus were found to have done the same? PULEEZE. JUST GIVE UP! AND btw WE WILL NEVER ACCEPT ANOTHER PRESIDENT LIKE # EVER! #TOJAILNOW #Trump",Donald Trump,AGAINST
The real 'big fat con job' is the one who occupies the White House. #Trump,Donald Trump,AGAINST
"No, and I have no objection to this happening. I want Karma to come at him like a bitch! Regarding the #Trump they all need to be jailed and the entire business taken apart brick-by-brick is That too much to ask?",Donald Trump,AGAINST
"The the just never ends. Lara Trump and Kimberly Guilfoyle are each receiving $15,000 per month through the campaign managers private company, the sources said, to meet ethics rules. #Trump #GrifterInChief #Kleptocracy?",Donald Trump,AGAINST
"The threat to # our system is as much about the white power elite retaining control of our institutions when they become the demographic minority, as it is kleptocratic. It must be stopped! #corruption #KochBrothersAgenda #Trump",Donald Trump,FAVOR
"@triciaNewman should be hailed as a nat'l hero for revealing the treasonous, corrupt behavior in Trump admin, NOT punished. #JaredKushner why is he in the WH? #Trump 'Whistleblower' in White House security clearance office is suspended",Donald Trump,AGAINST
just another @realDonaldTrump diversion tactic to get the media talking about his Russia crimes again dont fall for it #LiarInChief #Trump # #Trump #LockThemAllUp #ComplicitAndBoughtGOP,Donald Trump,AGAINST
WTF do you know about law and order? Youve been breaking our laws all your life and destroying our Countries order with your divisive comments and lack of leadership. #DictatorTrump #D # #President #Trump,Donald Trump,AGAINST
A starving population ripe for sweatshop work. That is what she sees. #Trump,Donald Trump,AGAINST
"This stuff is so bad its painful. The entire #Trump need to be indicted &amp; imprisoned. Or at least go after the #TrumpMobBoss and impeach him, now!",Donald Trump,AGAINST
"Steven Paddock was over 21, bought his weapons legally, killed 58 & injured 7 others. We want the #NRATerrorism #Trump Organization to be # # # testing &amp; other common sense regulations NOW. #VoteThemOut #NeverAgain",Donald Trump,AGAINST
I don't believe Lindsey would turn down VP for a second-that position would give him the power to scuttle any of Congressional Investigations into him & #Trump + # # family. It'd be handing them the USA in a silver platter.,Donald Trump,AGAINST
"Hey you, I wasnt in the party but would love to be part of your #FBRParty #FBR #endthisnightmare #Trump",Donald Trump,AGAINST
"2 things trump will never show #MuellerReportUnredacted #transcripts of his meetings and calls with Putin, Kim and all his other buddy buddy dictators he loves #MAGA #AmericaFirst My Ass, all Americans only for #Trump first",Donald Trump,AGAINST
Visiting from Sedro Woolley today & am taking the 7:28 LIIR to Foley Square.. Will be so proud to be among hundreds of thousands of my dearest friends around the world for #FamilesBelongTogetherMarch against the hearthumane &amp; cruel policies of the #Trump,Donald Trump,AGAINST
Don't Have @JohnBrabender on any more. He adds nothing and won't answer your questions. #Trump must go!,Donald Trump,AGAINST
"rooms? How about all families facing a future ravaged by climate crisis and environmental destruction? Guess none of those families matter in the #,GOP. #CorruptKushners #Trump",Donald Trump,AGAINST
Interesting... hope shell look into # # and's shady China Deals too... or does the #Trump get immunity for his illegal business?,Donald Trump,AGAINST
"No surprise. Never forget @MELANIATRUMP is a money grubbing criminal,; despicable &amp; repugnant as #trump. No person of conscience would remain silent about @realDonaldTrumps sexual abuse of women &amp; children. @MelTrump is as vile &amp; contemptible as the #Trump of # world.",Donald Trump,AGAINST
"He is not concerned with the best interests of America, he the his followers. He does not share your agenda. Unless, of course, your agenda is to destroy the country. MAGA is a marketing scam. He lies daily. #Trump",Donald Trump,AGAINST
#Trump doesn't care about #ONE but himself and those who can damage his interests...#NotMyPresident,Donald Trump,AGAINST
They are not applying for or receiving their membership cards in the #corruptGOP # # #GOP #Trump,Donald Trump,AGAINST
$64 mil for a fence around the White House!!!! Who approved this extravagant expense? Who's paying for this? GET this man out of the White House! We can't afford anymore time with this #Trump in our government!!!!,Donald Trump,AGAINST
Thats the #Trump plan their total &amp; complete grift-a-thon is just one long game of Chess Is A Mole...,Donald Trump,AGAINST
The Trump presidency is just one big scandal. Hope it doesn't last 4 years!,Donald Trump,AGAINST
He is nothing but a bad fake. He is not even good a faking #Trump,Donald Trump,AGAINST
"Everyday, #Trump threatens our national security. Why does no one ever do anything to stop the horrible things they do? #ComplicitGOP",Donald Trump,AGAINST
Waiting on the day that you'll be investigated the trump spawn.,Donald Trump,AGAINST
But I thought King Donald Trump was a world class businessman with negotiating acumen??,Donald Trump,AGAINST
"If its how you say it, I love it Anyone who isnt a spoiled rich ignorant treasonous (in the legal sense rather than a) little bitch would know better than to meet with Russians The #Trump is nothing but corrupt lying grifters",Donald Trump,AGAINST
"#trump is a killer, conman, thief, grifter, misogyn, &amp; liar. You sheeple that support him are the same as he is. #fuckyou #ImpeachTrumpAgain",Donald Trump,FAVOR
Trump is so weak. Almost everyone in his life has signed an NDA. But hes so transparent & honest? #TrumpsNotWell #BunkerBoy #Trump,Donald Trump,AGAINST
Again with your tone deaf tweets. Were done with you and your family. #Trump,Donald Trump,AGAINST
Still not a reason to hold up aid that had already been approved. White House: How do we get out of this mess? Trump: We's dig our way out! #ImpeachmentHearing #Trump # #Trump #LiarInChief,Donald Trump,AGAINST
I suspect whatever crony he gave the contract to used inferior building materials and pocketed most of the money that was taken from our military budget to pay for the stupid wall. #Trump,Donald Trump,AGAINST
"Negative & Fake fit you perfectly! Oh wait, I forgot CRIMINAL! You want a prize is that the deal? Keep waiting for I, your prize is coming in November when you HAVE TO BE #!!! # # # #! #ReleaseTheFullMuellerReport #WeWantTheTruth #Trump",Donald Trump,AGAINST
Fact-checking Trump's flurry of lies this morning | CNN Politics #TrumpRuinsEverything #TrumpDoesCoverUps #TrumpObstructedJustice #TrumpMustResign,Donald Trump,AGAINST
"These fights for you wont be so hard or even you dont know whats that means. Dont worry, the real one will get the jobs done and deport you to where you came from. #DreamBigFightHard #ImpeachTheMFTraitorNow #Trump",Donald Trump,AGAINST
#Traitor #Democracy #Trump # #Trump #TrumpTrainWreck #TrumpShitshow #Trump Suck it up buttercup.....this sh*t is coming to an end.,Donald Trump,AGAINST
And #princessMelania is a #RussianInterpreter for #. And this family NEVER ceases to amaze yet the # # their base will ALWAYS excuse them #Trump @maddow #ImpeachTheMF,Donald Trump,AGAINST
Just followed twitter users who are smart enough to know that @realDonaldTrump And #VladimirPutin ARE Killing AMERICANS. Also @BarackObama is still the greatest president in modern history. Let's continue to do what we can to stop the #Trump from another CORRUPT term.,Donald Trump,AGAINST
"I'm sure you're used to communicating outside of Twitter, no? Is this the only way other countries take your calls? Ass Hat. #realDonaldTrump #ClownInChief Also, what business is it of yours? Is it near Trump property?",Donald Trump,AGAINST
